Fwd_rate	Rev_rate	Net_Rate	PEI	Reaction_String
0.000653947	3.85357E-06	6.50E-04	9.94E-01	R353 <=> R375
0.000653947	6.42794E-06	6.48E-04	9.90E-01	R354 <=> R270
0.000653947	0.000323449	3.30E-04	6.69E-01	R355 <=> R259
0.000653947	1.50043E-06	6.52E-04	9.98E-01	R356 <=> R263
0.000653947	1.43824E-06	6.53E-04	9.98E-01	R357 <=> R75
0.000653947	1.27238E-05	6.41E-04	9.81E-01	R358 <=> R295
0.000653947	1.00085E-06	6.53E-04	9.98E-01	R359 <=> R83
0.000653947	7.19066E-05	5.82E-04	9.01E-01	R360 <=> R395
0.000653947	2.3538E-08	6.54E-04	1.00E+00	R361 <=> R279
0.000653947	6.375388984	-6.37E+00	1.03E-04	R370 <=> R143
0.000653947	9.88944E-07	6.53E-04	9.98E-01	R370 <=> R167
0.000653947	0.248954434	-2.48E-01	2.62E-03	R371 <=> R162
0.000653947	0.0036652	-3.01E-03	1.51E-01	R371 <=> R209
0.000653947	0.015288437	-1.46E-02	4.10E-02	R372 <=> R148
0.000653947	1.09128E-06	6.53E-04	9.98E-01	R372 <=> R174
0.000653947	0.00201707	-1.36E-03	2.45E-01	R373 <=> R347
0.000653947	0.003117153	-2.46E-03	1.73E-01	R373 <=> R294
0.000653947	22900.47808	-2.29E+04	2.86E-08	R374 <=> R128
0.000653947	1.05751E-05	6.43E-04	9.84E-01	R374 <=> R194
0.000653947	0.110974181	-1.10E-01	5.86E-03	R375 <=> R353
0.000653947	8.9456E-07	6.53E-04	9.99E-01	R375 <=> R298
0.000653947	0.386860866	-3.86E-01	1.69E-03	R376 <=> R334
0.000653947	0.122344774	-1.22E-01	5.32E-03	R376 <=> R278
0.000653947	0.017199646	-1.65E-02	3.66E-02	R377 <=> R262
0.000653947	0.015716405	-1.51E-02	3.99E-02	R377 <=> R349
0.000653947	0.060904036	-6.03E-02	1.06E-02	R378 <=> R351
0.000653947	3.90713E-06	6.50E-04	9.94E-01	R379 <=> R262
4.27647E-07	0.68005399	-6.80E-01	6.29E-07	R0 + R394 <=> R397
4.27647E-07	17153.47389	-1.72E+04	2.49E-11	R380 + R1 <=> R394
4.27647E-07	484732.7364	-4.85E+05	8.82E-13	R381 + R1 <=> R396
4.27647E-07	2.21528E+11	-2.22E+11	1.93E-18	R380 + R2 <=> R397
4.27647E-07	77269057.2	-7.73E+07	5.53E-15	R380 + R13 <=> R395
0.000653947	8.3721E-07	6.53E-04	9.99E-01	R394 <=> R265
0.000653947	0.005947253	-5.29E-03	9.91E-02	R395 <=> R360
0.000653947	6.15498E-05	5.92E-04	9.14E-01	R395 <=> R268
0.000653947	8.07695E-07	6.53E-04	9.99E-01	R396 <=> R272
